Filename,Text,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,embedding
ChinaTaiwanUpdate020224.txt,as the Kremlin has routinely stressed in the past.[50] The dearth of CCP media coverage on the event reflects the party’s attempt to avoid drawing international attention to the South China Sea while the party is also engaging in military aggression toward the Philippine-controlled Second Thomas Shoal.,,,,,"[ 0.02292392  0.0026565  -0.0661444  ... -0.00513187 -0.01663864
  0.01276494]"
ChinaTaiwanUpdate020224.txt,Second Thomas Shoal,,,,,"[ 0.02112313  0.01013534 -0.00948793 ...  0.00993493 -0.03032379
  0.01974431]"
ChinaTaiwanUpdate020224.txt,The PRC Coast Guard claimed that it “allowed” the Philippines to airdrop supplies to Philippine troops on Second Thomas Shoal on January 21. PRC Coast Guard Spokesperson Gan Yu said on the Chinese social media app WeChat that the Coast Guard had made “temporary special arrangements” to allow a small Philippine aircraft to airdrop supplies to troops stationed at the grounded warship that serves as the Philippine base on Second Thomas Shoal. Philippine National Security Council spokesperson,,,,,"[ 0.05345688  0.01185509 -0.04594624 ... -0.01426312 -0.02503503
 -0.01745063]"
ChinaTaiwanUpdate020224.txt,spokesperson Jonathan Malaya denied the PRC allegation that it had allowed the airdrop and said the Philippines did not need anyone’s permission to deliver supplies. He neither confirmed nor denied that the airdrop had occurred.[51],,,,,"[ 0.02845867 -0.00733994 -0.04637975 ... -0.02634171 -0.03730942
 -0.02687292]"
ChinaTaiwanUpdate020224.txt,"The PRC inaccurately framed the airdrop as “provocative” amid the easing of tensions in the region. The Second Thomas Shoal is a disputed reef feature in the Spratly Islands of the South China Sea, which the Philippines controls but which the PRC and Taiwan claim. It was the site of confrontations between the Philippines and PRC in recent months. The Philippines and PRC held bilateral maritime consultations on January 17 to de-escalate tensions and the Philippines had not sent vessels to Second",,,,,"[ 0.03358497  0.01485283 -0.057643   ... -0.01714667 -0.00928236
 -0.00118549]"
ChinaTaiwanUpdate020224.txt,"vessels to Second Thomas Shoal for over a month before the resupply mission.[52] PRC state-owned media outlet Global Times framed the airdrop as “provocative”, however. PRC Coast Guard Spokesperson Gan Yu reiterated the point in calling on the Philippines to stop its alleged “provocations” and “hyping” the dispute to mislead the international community.[53] He added that the Coast Guard will continue to defend the PRC’s sovereignty, rights, and interests on the Second Thomas Shoal and step up",,,,,"[ 0.04403672  0.01974448 -0.04602455 ... -0.0020088  -0.01153393
  0.00067814]"
ChinaTaiwanUpdate020224.txt,Shoal and step up “law enforcement” activities around the shoal.,,,,,"[ 0.01811233 -0.0005558  -0.02723202 ... -0.01759932  0.00380687
  0.02663408]"
ChinaTaiwanUpdate020224.txt,Compacts of Free Association,,,,,"[ 0.02691068  0.0049311  -0.03238271 ...  0.01860537 -0.0530366
  0.02579393]"
ChinaTaiwanUpdate020224.txt,"A loss of Compacts of Free Association (COFA) funding for Palau, Micronesia, and the Marshall Islands would enable the CCP to expand its leverage points over these countries. These COFAs govern the United States’ relationship with Palau, Micronesia, and the Marshall Islands while also granting the United States extensive military access throughout their territories. The United States renewed COFAs with Palau and Micronesia in May.[54] It then did so with the Marshall Islands in October.[55] The",,,,,"[ 0.03930983  0.01714955 -0.04921463 ... -0.00304932 -0.02977794
  0.02039737]"
ChinaTaiwanUpdate020224.txt,"in October.[55] The signed agreements are now before Congress for funding consideration. Congress previously funded the COFAs for a twenty-year period in 2003.[56] The total cost for all three of the twenty-year agreements would be roughly $7 billion spread over the period 2024 to 2043, according to the Congressional Research Service.[57] Deputy Secretary of State nominee Kurt Campbell stated during his Senate confirmation hearing on December 7 that “if we don’t get it [COFA funding] you can",,,,,"[ 0.02145252  0.02004566 -0.05819107 ... -0.01984495 -0.03763184
  0.02780617]"
ChinaTaiwanUpdate020224.txt,"funding] you can expect that literally the next day Chinese diplomats — military and other folks — will be on the plane…trying to secure a better deal for China.”[58] The US House of Representatives Select Committee on the Strategic Competition between the United States and the Chinese Communist Party also called for renewing the COFAs in a mid-December report.[59] President Biden signed the 2024 National Defense Authorization Act into law on December 22, but it did not include COFA",,,,,"[ 0.01703563  0.01839137 -0.05351048 ... -0.01343554 -0.044481
  0.03374223]"
ChinaTaiwanUpdate020224.txt,"not include COFA funding.[60] Funding the COFAs is a key part of the US Pacific Partnership Strategy to “fulfill our [United States] historical commitments and strengthen our enduring relationships with the full Pacific Islands region, including our special relationship with the Republic of Palau, the Republic of the Marshall Islands, and the Federated States of Micronesia.”[61] Palau’s President Surangel Whipps Jr expressed concern in a December 27 interview with ABC Australia over the lack of",,,,,"[ 0.03996481  0.0116083  -0.04356436 ...  0.01187968 -0.03744629
  0.02183092]"
ChinaTaiwanUpdate020224.txt,"over the lack of Congressional-approved funding for the COFA agreement, in part because the 2010 Palau Compact Review Agreement was not funded by the US Congress until 2018.[62]",,,,,"[ 0.00975047  0.01662081 -0.03230764 ...  0.0141507  -0.04095559
  0.0119702 ]"
ChinaTaiwanUpdate020224.txt,"These three island countries control key sea lanes that provide a secure route connecting American allies and partners, such as the Philippines and Taiwan, to the US territory of Guam and Hawaii. Palau and the Marshall Islands are 2 of the 12 countries that maintain official diplomatic relations with Taiwan.[63]",,,,,"[ 0.05284186  0.00114615 -0.05542955 ...  0.00447088 -0.02731961
  0.00915185]"
ChinaTaiwanUpdate020224.txt,"The loss of COFA funding would present an opportunity for the CCP to expand its economic influence with these vital Pacific Island countries. For example, this funding loss would cause severe financial pressure in Palau because COFA funding accounts for $36.9 million of the national government’s annual $124.2 million revenue as of fiscal year 2023.[64] This is an economic vulnerability that the CCP could partially fill by encouraging PRC nationals to vacation in Palau. The CCP cut tourism to",,,,,"[ 0.02676817  0.02457157 -0.04941272 ... -0.00135823 -0.01648927
  0.01781503]"
ChinaTaiwanUpdate020224.txt,CCP cut tourism to Palau over the last decade to nearly zero as punishment for maintaining full diplomatic relations with Taiwan.[65] The reversal of this CCP policy would provide the party with economic leverage to wield over Palau in the event of future policy disagreements. The expansion of the CCP’s economic influence in Palau would also provide the party a leverage point to coerce the countries into switching diplomatic recognition from Taiwan to the People's Republic of China (PRC). The,,,,,"[ 0.03645028  0.02067878 -0.05663472 ...  0.00601041 -0.00476377
  0.01077209]"
ChinaTaiwanUpdate020224.txt,"of China (PRC). The PRC aims to coerce countries into switching diplomatic recognition to falsely argue that Taiwan is a province of the People’s Republic of China rather than a legitimate country named the Republic of China. Palau President Surangel Whipps Jr. stated that the CCP is intensely pressuring his country, including personally harassing him with angry phone calls to the point he changed his phone number, ahead of its November election to achieve this goal.[66]",,,,,"[ 0.03063739  0.01235074 -0.0393874  ... -0.01963402 -0.00053257
 -0.01080546]"
ChinaTaiwanUpdate020224.txt,The loss of COFA funding would also exacerbate the CCP narrative put forth by the propaganda outlet Global Times that the United States only cares about Palau for security reasons rather than mutually beneficial cooperation. [67] The Palau Senate passed a resolution in November rejecting the permanent deployment of a US Patriot missile defense battery.[68] This was the first instance of lawmakers challenging President Surangel Whipps Jr’s request for the United States to construct an,,,,,"[ 0.02490549  0.02177202 -0.05477858 ... -0.00413329 -0.03467631
  0.01606643]"
ChinaTaiwanUpdate020224.txt,"to construct an over-the-horizon radar system in Palau.[69] In a December 27 interview with ABC Australia, Whipps tied this Palau Senate resolution to a narrative among unspecified portions of Palau that the United States actions were not in the best interests of Palau, as seen by the repeated delay in COFA funding.[70] The associated fiscal challenges that Palau faces without COFA funding buttresses the CCP’s narrative, which in turn creates hurdles for deploying mutually beneficial United",,,,,"[ 0.02829153  0.0191862  -0.05003605 ... -0.00371387 -0.02086871
  0.02118977]"
ChinaTaiwanUpdate020224.txt,beneficial United States defense resources to the country.,,,,,"[ 0.01967308 -0.00093197 -0.04479604 ...  0.00380536 -0.04714964
  0.00416008]"
ChinaTaiwanUpdate020224.txt,"The loss of COFA funding would also provide the CCP an opportunity to expand influence efforts targeting Micronesian political elites. The CCP has completed infrastructure projects throughout the country, such as houses for the country’s president, vice president, speakers of congress, and chief justice.[71] Axios reported that former Micronesian officials confirmed receiving gifts from the PRC, such as money, while on official state visits to the country.[72] The lack of COFA funding would",,,,,"[ 0.04421883  0.00441428 -0.02746848 ... -0.00764616 -0.03352715
 -0.00400194]"
ChinaTaiwanUpdate020224.txt,COFA funding would exacerbate the appeal of CCP monetary gifts or infrastructure projects that target the Micronesian political elite. Micronesian President Wesley Simina also stated in late November that his country would be at a “fiscal cliff” without US Congressional approval of COFA funding. This would mean that “we [Micronesia] will have to find different sources of funding… and that’s not out there available immediately.”[73] The loss of COFA funding would also provide opportunities for,,,,,"[ 0.00248317  0.00084232 -0.02464093 ... -0.01326581 -0.04376558
  0.01108754]"
ChinaTaiwanUpdate020224.txt,"opportunities for external powers such as the CCP to enhance their economic influence in the country by filling these funding gaps. The loss of COFA funding would also undermine the intent of annual humanitarian missions to Micronesia, such as that by the USNS Mercy in January 2024, to bolster US-Micronesia relations.[74]",,,,,"[ 0.02286194 -0.00773312 -0.03988292 ... -0.00538618 -0.03581101
  0.0073973 ]"
ChinaTaiwanUpdate020224.txt,The COFA funding also makes up $35.2 million of the Marshall Islands national government's annual $173.9 million revenue as of fiscal year 2023.[75] The loss of COFA funding would expose the country to similar severe fiscal challenges as Palau and Micronesia. The powerful waves that flooded portions of US Army Garrison Kwajalein Atoll in late January 2024 highlight the Marshall Islands’ geographic vulnerabilities that the COFA funding would provide resources to address.[76],,,,,"[ 0.03659007  0.02136184 -0.03221035 ...  0.01374674 -0.04968308
 -0.00122452]"
ChinaTaiwanUpdate020224.txt,"COFA Funding as Share of Government Revenue in Freely Associated States[77]
Percentage of total government revenue, FY2023*",,,,,"[ 0.03391698  0.02592701 -0.03775844 ...  0.00133202 -0.02966871
  0.00635768]"
ChinaTaiwanUpdate020224.txt,*This graphic does not include Micronesia as fiscal year 2023 data for the country was not found.,,,,,"[ 0.00931582  0.00115105 -0.03514395 ...  0.00783161 -0.04745702
 -0.02555858]"
ChinaTaiwanUpdate020224.txt,"The CCP may use these revenue shortfalls to incentivize Palau and the Marshall Islands to switch diplomatic recognition from Taiwan to the PRC. Australia evacuating refugees it paid Nauru to host led to a budget shortfall.[78] The CCP then reportedly offered Nauru USD 100 million per year in 2024 to successfully switch recognition from the PRC to the ROC, according to a Reuters report that cited an unspecified senior Taiwanese official.[79] This follows a regional trend of the PRC offering",,,,,"[ 0.03360607  0.01989817 -0.03703006 ... -0.00240464 -0.02518375
  0.01725545]"
ChinaTaiwanUpdate020224.txt,"of the PRC offering incentives such as a commercial aircraft to Kiribati or USD 8.5 million to the Solomon Islands, both in 2019, to successfully incentivize them to switch diplomatic recognition from the ROC to the PRC.[80]",,,,,"[ 0.01431442  0.01113655 -0.05002269 ... -0.00048336 -0.00476018
  0.00767043]"
ChinaTaiwanUpdate020224.txt,North Korea,,,,,"[ 0.03646744 -0.00715583 -0.02810248 ...  0.02942185 -0.02319029
 -0.01276675]"
ChinaTaiwanUpdate020224.txt,"PRC Vice Foreign Minister Sun Weidong met with North Korean Vice Foreign Minister Pak Myong-ho on January 26 to discuss bilateral relations and the “international and regional situation.”[81] The PRC did not comment on North Korea’s aggressive behavior in the region, which is consistent with PRC actions since mid-December. The CCP has not publicly criticized North Korea for launching ballistic missiles, testing alleged underwater nuclear drones, or labeling South Korea as its “primary foe.” The",,,,,"[ 0.02974931 -0.01089936 -0.03848907 ...  0.01220683 -0.01805662
  0.00896924]"
ChinaTaiwanUpdate020224.txt,“primary foe.” The CCP has instead called for dialogue to portray the party as a responsible regional stakeholder while avoiding steps to stop North Korea's provocations. The PRC MFA has messaged since mid-December that “trying to solve the problem [on the Korean Peninsula] through military deterrence and pressure will not work…[and] dialogue and consultation” are how to resolve the issue.[82] The CCP has also emphasized the PRC’s close relations with North Korea and plans to deepen “mutually,,,,,"[ 0.04638063 -0.00823664 -0.04665363 ... -0.00204194 -0.02565454
 -0.0107107 ]"
ChinaTaiwanUpdate020224.txt,"to deepen “mutually beneficial cooperation” this year, which will be the 75th anniversary of diplomatic relations between the two countries.[83]",,,,,"[ 0.03893841 -0.01719719 -0.02025299 ... -0.01128595 -0.00959134
  0.00606433]"
ChinaTaiwanUpdate020224.txt,The PRC is engaging diplomatically with North Korea to undermine United States-South Korea security ties for the PRC’s benefit. The PRC's strategy toward the Korean Peninsula is to push South Korea into a foreign policy that balances the interests of the United States and the PRC.[84] This is based on the view that a regional balance of power shift is underway that is unfavorable to the United States as the PRC engages in a military buildup and South Korea increases its military ability to,,,,,"[ 0.03611191 -0.01726581 -0.04684604 ... -0.01246495 -0.01163822
  0.01489287]"
ChinaTaiwanUpdate020224.txt,military ability to independently defend against North Korea.[85] Implicit in this view is that the PRC military buildup will force South Korea to account for PRC strategic interests in the peninsula at the expense of the United States-South Korea security relationship.,,,,,"[ 0.02803322  0.0005884  -0.05039684 ... -0.00528194 -0.01948383
  0.01615918]"
ChinaTaiwanUpdate020224.txt,Israel-Hamas War,,,,,"[ 0.02732934  0.0174758  -0.02166088 ...  0.01752001 -0.02395643
  0.01857293]"
ChinaTaiwanUpdate020224.txt,The PRC contacted Iran to restrain the Houthi’s attacks on maritime shipping in the Red Sea. The outreach did not slow or stop the Houthi attack campaign. The Financial Times reported on January 24 that US National Security Adviser Jake Sullivan and Secretary of State Antony Blinken asked the PRC to pressure Iran to stop Houthi attacks on commercial shipping in the Red Sea. The report also stated that unspecified US officials had seen little evidence of China acting upon these requests.[86] PRC,,,,,"[ 0.03946734  0.01616839 -0.03973503 ... -0.02486961 -0.01923957
  0.01454371]"
ChinaTaiwanUpdate020224.txt,"requests.[86] PRC officials asked Iran to have the Houthis show restraint regarding attacks in the Red Sea, according to a Reuters report citing unspecified Iranian officials. The unspecified Iranian officials stated that the PRC did not make specific threats toward Iran if Houthi attacks threatened PRC shipping interests.[87]",,,,,"[ 0.02044287  0.01850628 -0.03132213 ... -0.00673935 -0.01645056
 -0.00697283]"
ChinaTaiwanUpdate020224.txt,"The PRC has not condemned Houthi aggression and has instead called for regional calm rather than take steps or support international efforts to stop the Houthi attacks on maritime shipping. PRC foreign affairs officials called on all parties to “play a constructive and responsible role” in keeping the Red Sea safe on January 4 and expressed concern on January 12 about the alleged ”escalation of tensions in the Red Sea” after United States-led strikes on Houthi positions.”[88],[89] A joint PRC",,,,,"[ 0.02674497  0.00976089 -0.0395816  ... -0.00302583 -0.00280578
  0.0200326 ]"
ChinaTaiwanUpdate020224.txt,A joint PRC MFA and Arab League statement on January 16 reiterated these points in calling on “all parties to cool down the situation…and effectively maintain regional peace and stability.”[90] PRC Ministry of Foreign Affairs Spokesman Wang Wenbin implied that US-led strikes on Houthi positions in Yemen are illegitimate because “the [United Nations] Security Council has never authorized the use of force by any country on Yemen.”[91] The only exception to in the PRC’s rhetoric about the Houthi,,,,,"[ 0.02180205  0.00809484 -0.03559648 ... -0.00553126 -0.02691246
  0.02404896]"
ChinaTaiwanUpdate020224.txt,"about the Houthi attacks on maritime shipping occurred on January 10, when Permanent Representative of China to the United Nations Zhang Jun “call[ed] on the Houthi armed forces to immediately stop harassing civilian ships and respect the freedom of navigation of all countries.”[92],[93]",,,,,"[ 0.03830329  0.01137745 -0.05066554 ...  0.0043445  -0.03857021
 -0.01245912]"
ChinaTaiwanUpdate020224.txt,The CCP continues to stress that US-led counter strikes on the Houthis and not the Houthi’s attacks on maritime shipping risk a wider regional escalation. PRC Ambassador to the European Union Fu Cong stated in a late January interview with Bloomberg that the US-led strikes against the Houthis “can only escalate tension and it’ll not guarantee or maintain the safe passage of the commercial vessels.”[94] A regional escalation would further threaten PRC economic interests by increasing shipping,,,,,"[ 0.01342645  0.01165467 -0.04640093 ... -0.00506618  0.00047763
  0.02471307]"
ChinaTaiwanUpdate020224.txt,increasing shipping costs and disrupting oil supplies from the region.,,,,,"[ 0.00618796  0.00678574 -0.02468888 ...  0.00949523 -0.02408656
 -0.00056034]"
ChinaTaiwanUpdate020224.txt,Afghanistan,,,,,"[ 2.7151421e-02  2.8740717e-02 -1.5505117e-02 ...  2.3311815e-05
 -3.2438304e-02  2.9130748e-03]"
ChinaTaiwanUpdate020224.txt,CCP General Secretary Xi Jinping accepted credentials from Taliban Ambassador to China Bilal Karimi on January 30.[95] PRC MFA Spokesperson Wang Wenbin did not confirm nor deny whether the PRC recognizes the Taliban government in Afghanistan during a press conference on January 31.[96] The PRC appointed the new ambassador Zhao Sheng to the country in September 2023.[97] The PRC did not explicitly recognize the Taliban. No country officially recognizes the Taliban regime. The event demonstrates,,,,,"[ 0.02827125  0.01084234 -0.05539271 ... -0.01088802 -0.02242636
  0.00327892]"
ChinaTaiwanUpdate020224.txt,"event demonstrates growing PRC-Taliban ties, however, as Xi accepted Karimi’s credentials at a ceremony in which he accepted credentials from diplomats from 38 other countries.",,,,,"[ 0.04445487  0.02053348 -0.04461787 ... -0.03821614 -0.02239114
  0.01350158]"
ChinaTaiwanUpdate020224.txt,This is the latest indication of growing ties between the CCP and the Taliban regime and builds on agricultural and economic deals that the two signed last year. The PRC signed a 6.5 billion USD mining deal and oil deals worth hundreds of millions of US dollars in 2023.[98],,,,,"[ 0.03225566  0.01094076 -0.06475332 ... -0.01521497 -0.01542565
 -0.00910416]"
ChinaTaiwanUpdate020224.txt,"[1] https://www.taiwannews dot com.tw/ch/news/5088409
[2] https://www.chinatimes dot com/cn/realtimenews/20240131004189-260407?ctrack=mo_main_recmd_p09
[3] https://www.cna dot com.tw/news/aipl/202401150055.aspx
https://www.chinatimes dot com/realtimenews/20240131001497-260407
[4] https://www.taiwannews dot com.tw/en/news/3943810",,,,,"[ 0.02652889 -0.00454726 -0.05603002 ... -0.00993954 -0.03665745
 -0.0014944 ]"
ChinaTaiwanUpdate020224.txt,"[5] https://www.scmp dot com/news/china/diplomacy/article/3003186/senior-chinese-officials-give-taiwanese-politician-han-kuo-yu?campaign=3003186&module=perpetual_scroll_0&pgtype=article
[6]https://www.mac dot gov.tw/News_Content.aspx?n=05B73310C5C3A632&sms=1A40B00E4C745211&s=915316CEEB8F74AE
https://news.ltn dot com.tw/news/politics/breakingnews/2737851
[7] https://news.ltn dot com.tw/news/politics/breakingnews/2874875
[8] https://apps.dtic.mil/sti/pdfs/ADA473467.pdf",,,,,"[ 0.02969872  0.00207037 -0.05345683 ... -0.01978776 -0.01561668
 -0.00242103]"
ChinaTaiwanUpdate020224.txt,"[9] https://news.ltn dot com.tw/news/politics/breakingnews/4568428
[10] https://www.chinatimes dot com/realtimenews/20240131001783-260407
[11] https://www.ly dot gov.tw/Pages/Detail.aspx?nodeid=5255&pid=226225https://www.cna dot com.tw/news/aipl/202301100270.aspx
https://www.cna dot com.tw/news/aipl/202305163001.aspx
https://www.ly dot gov.tw/Pages/Detail.aspx?nodeid=5255&pid=234796
[12] https://tw.news.yahoo.com/%E9%9F%93%E5%9C%8B%E7%91%9C-%E4%B8%89%E7%AE%AD...",,,,,"[ 0.05042677  0.00430099 -0.03610817 ... -0.0104408  -0.02935991
  0.01182199]"
ChinaTaiwanUpdate020224.txt,"https://tw.news.yahoo.com/%E9%9F%93%E5%9C%8B%E7%91%9C%E4%B8%8D%E8%A8%80-...
[13] https://www.chinatimes dot com/realtimenews/20240128002268-260407
[14] https://www.chinatimes dot com/realtimenews/20240201005447-260407?chdtv
[15] https://tv.cctv dot com/2024/01/24/VIDE4p87jfUuPmxJ7B0jq2Tp240124.shtml
https://newtalk dot tw/news/view/2024-01-28/906926
[16] https://www.chinadaily dot com.cn/china/19thcpcnationalcongress/2017-11/04/content_34115212.htm",,,,,"[ 0.03508104  0.01143996 -0.03785422 ... -0.01649057 -0.04265222
  0.01763582]"
ChinaTaiwanUpdate020224.txt,"[17] https://udn dot com/news/story/123908/7744269?from=udn-catelistnews_ch2
[18] https://www.voanews.com/a/china-taiwan-airspace/4859810.html
[19] https://www.taipeitimes dot com/News/editorials/archives/2020/09/28/2003744199
[20] https://www.mac dot gov.tw/News_Content.aspx?n=05B73310C5C3A632&sms=1A40B00E4C745211&s=01745D21B5199FBA
[21] http://www.gwytb dot gov.cn/xwdt/xwfb/xwfbh/202401/t20240131_12597320.htm
[22] https://udn dot com/news/story/123908/7744289?from=udn-catelistnews_ch2",,,,,"[ 0.00906215  0.00291082 -0.03959748 ... -0.01325068 -0.01368484
  0.00021805]"
ChinaTaiwanUpdate020224.txt,"[23] https://www.taipeitimes dot com/News/front/archives/2024/02/01/2003812919
[24] https://twitter.com/MoNDefense/status/1750686923109380178
https://twitter.com/MoNDefense/status/1751082815977124053
https://twitter.com/MoNDefense/status/1751774371893707228
https://twitter.com/MoNDefense/status/1752137707197956471
https://twitter.com/MoNDefense/status/1752498079897731453
[25] https://twitter.com/MoNDefense/status/1752710274761777434
https://twitter.com/MoNDefense/status/1752865973093490763",,,,,"[ 0.02428033  0.03544814 -0.04619067 ...  0.00453523 -0.03198259
  0.02401334]"
ChinaTaiwanUpdate020224.txt,"[26] https://www.theaustralian.com.au/world/fears-of-tuvalu-turning-to-recogn...
[27] https://www.reuters.com/world/asia-pacific/tuvalu-expected-review-taiwan...
https://www.washingtonpost.com/world/2024/02/01/china-taiwan-pacific-nau...
[28] https://focustaiwan dot tw/politics/202401230008
[29] https://www.bloomberg.com/news/articles/2024-01-29/pro-taiwan-pacific-le...
[30] https://www.washingtonpost.com/world/2024/02/01/china-taiwan-pacific-nau...",,,,,"[ 0.02174033  0.01829216 -0.03660855 ... -0.01414953 -0.00800334
  0.03311368]"
ChinaTaiwanUpdate020224.txt,"[31] https://www.cna com.tw/news/aipl/202401250034.aspx
[32] https://www.nato.int/cps/en/natohq/opinions_221713.htm
[33] https://www.foxnews.com/world/nato-chief-urges-us-lawmakers-continue-sup...
https://www.state.gov/secretary-antony-j-blinken-and-nato-secretary-gene...
[34] https://www.chinadaily dot com.cn/a/202401/19/WS65aa1939a3105f21a507d447.html
[35] https://www.chinadailyhk dot com/article/372849
[36] https://www.globaltimes dot cn/page/202401/1306372.shtml",,,,,"[ 0.0272643   0.01856633 -0.03332585 ... -0.02124378 -0.02673631
  0.00429252]"
ChinaTaiwanUpdate020224.txt,"[37] https://shape.nato.int/stde24/newsroom/news-/nato-marks-the-start-of-exe...
https://www.act.nato.int/article/steadfast-defender-2024-signals-allianc...
[38] http://www.mod dot gov.cn/gfbw/xwfyr/jt/16283452.html
[39] https://app.xinhuanet dot com/news/article.html?articleId=3040fc0c120642ccd6631af81175277f
[40] http://cpc.people dot com.cn/n1/2022/0410/c64387-32395304.html
http://paper.people dot com.cn/rmrb/html/2022-03/30/nw.D110000renmrb_20220330_10-03.htm",,,,,"[ 0.04850762  0.03680726 -0.028279   ... -0.009792   -0.02669291
  0.00584343]"
ChinaTaiwanUpdate020224.txt,"http://paper.people dotcom.cn/rmrb/html/2022-03/31/nw.D110000renmrb_20220331_9-03.htm
https://www.mfa dot gov.cn/web/zwbd_673032/wjzs/202401/t20240123_11231119.shtml
https://www.mfa dot gov.cn/fyrbt_673021/202203/t20220318_10653084.shtml
[41] https://ria dot ru/20230921/nato-1897694344.html
[42] http://www.mod dot gov.cn/gfbw/xwfyr/jt/16283452.html
https://www.chinadaily dot com.cn/a/202401/25/WS65b25e4fa3105f21a507e61d.html",,,,,"[ 0.03730868  0.03405713 -0.03419362 ...  0.00561774 -0.03192769
  0.01818203]"
ChinaTaiwanUpdate020224.txt,"[43] https://www.whitehouse.gov/briefing-room/statements-releases/2023/11/15/...
[44] https://www.defense.gov/News/Releases/Release/Article/3639762/readout-of...
[45] https://www.reuters.com/world/beijing-halts-high-level-military-dialogue...
[46] https://www.mfa dot gov.cn/eng/wjbxw/202401/t20240130_11236293.html
https://mid dot ru/ru/foreign_policy/news/1928333/ https://www.mfa dot gov.cn/wjbxw_new/202401/t20240130_11236541.shtml
[47] http://www.81 dot cn/yw_208727/16284265.html",,,,,"[ 0.04592289 -0.00187898 -0.02005867 ... -0.01456405 -0.03941862
  0.02064288]"
ChinaTaiwanUpdate020224.txt,"[48] https://ria dot ru/20240129/tof-1924049356.html ; https://www.newsweek.com/russia-navy-south-china-sea-1865210
[49] https://ria dot ru/20240129/tof-1924049356.html
[50] https://www.understandingwar.org/backgrounder/russian-offensive-campaign... https://www.understandingwar.org/backgrounder/russian-offensive-campaign...
[51] https://www.reuters.com/world/asia-pacific/philippines-denies-special-ar...
[52] https://www.globaltimes dot cn/page/202401/1306220.shtml",,,,,"[ 0.01745231  0.01258642 -0.03217503 ... -0.02086732  0.00332605
  0.00952981]"
ChinaTaiwanUpdate020224.txt,"[53] https://www.scmp dot com/news/china/military/article/3250078/south-china-sea-chinese-coastguard-allows-philippines-deliver-supplies-disputed-second-thomas-shoal
[54] https://www.state.gov/secretary-blinken-witnesses-the-signing-of-the-u-s...
https://www.reuters.com/world/asia-pacific/us-signs-agreement-continue-m...
[55] https://www.reuters.com/world/us-negotiator-expects-sign-new-deal-with-s...",,,,,"[ 0.02811295  0.00823459 -0.03520558 ... -0.02290312 -0.02279983
 -0.00097776]"
ChinaTaiwanUpdate020224.txt,"[56] https://crsreports.congress.gov/product/pdf/IF/IF12194#:~:text=In%202003...(FY2004%2DFY2023).
[57] https://crsreports.congress.gov/product/pdf/IF/IF12194#:~:text=In%202003...(FY2004%2DFY2023).
[58] https://www.reuters.com/world/us/campbell-stresses-need-us-approve-deals...
[59] https://selectcommitteeontheccp.house.gov/sites/evo-subsites/selectcommi...
[60] https://www.congress.gov/bill/118th-congress/house-bill/2670/text",,,,,"[ 0.01436304  0.01677068 -0.04385567 ... -0.00917521 -0.03443457
 -0.00225028]"
ChinaTaiwanUpdate020224.txt,"https://www.defense.gov/News/News-Stories/Article/Article/3252968/biden-...
[61] https://www.whitehouse.gov/wp-content/uploads/2022/09/Pacific-Partnershi...
[62] https://www.doi.gov/oia/press/interior-secretary-zinke-applauds-completi...
https://www.abc.net.au/pacific/programs/pacificbeat/whipps-palau/103269182
[63] https://www.reuters.com/world/asia-pacific/palau-says-committed-supporti...
https://www.reuters.com/world/china/marshall-islands-says-strongly-commi...",,,,,"[ 0.04016429  0.00698235 -0.03459666 ... -0.01918648 -0.03094061
  0.00589349]"
ChinaTaiwanUpdate020224.txt,"[64] https://www.palaugov dot pw/wp-content/uploads/Economic-and-Fiscal-Update.pdf, p.12
[65] https://apnews.com/article/japan-palau-us-china-taiwan-pacific-islands-a...
[66] https://www.washingtonpost.com/world/2024/02/01/china-taiwan-pacific-nau...
[67] https://www.globaltimes dot cn/page/202312/1304091.shtml
[68] https://www.reuters.com/world/us-missile-defense-proposal-stirs-debate-p...
[69] https://www.pacificislandtimes.com/post/amid-heightened-tensions-palau-s...",,,,,"[ 0.03731936  0.00514271 -0.02623282 ... -0.00927711  0.00225011
  0.01447219]"
ChinaTaiwanUpdate020224.txt,"[70] https://www.abc.net.au/pacific/programs/pacificbeat/whipps-palau/103269182
[71] https://www.fsmgov.org/press/pr092206.htm
https://www.axios.com/american-military-chinese-competition-micronesia
[72] https://www.axios.com/american-military-chinese-competition-micronesia
[73] https://www.rnz.co.nz/international/pacific-news/503173/fsm-faced-with-a...
[74] https://www.stripes.com/branches/navy/2024-01-25/usns-mercy-hospital-shi...",,,,,"[ 0.02031387 -0.00889212 -0.01543469 ...  0.00059792 -0.02125718
  0.03036466]"
ChinaTaiwanUpdate020224.txt,"[75] https://www.imf.org/en/Publications/CR/Issues/2023/10/16/Republic-of-the..., p.3
[76] https://www.nytimes.com/2024/01/24/world/asia/marshall-islands-flooding-...
[77] https://www.imf.org/en/Publications/CR/Issues/2023/10/16/Republic-of-the..., p.3
https://www.palaugov.pw/wp-content/uploads/Economic-and-Fiscal-Update.pdf, p.12
[78] https://focustaiwan dot tw/politics/202401150026
https://www.smh.com.au/politics/federal/taiwan-says-australian-detention...",,,,,"[ 0.06018574 -0.00099998 -0.03357086 ... -0.00111139 -0.03532412
  0.02212818]"
