Unnamed: 0,Filename,Text,embeddings
90,ChinaTaiwanUpdate111723.txt,"
The polls that the parties decide to use could have a significant role in selecting the presidential candidate for the joint ticket. Levels of candidate support vary widely across polls according to each polling organization’s specific survey scenarios and methods. These considerations will affect the outcome of the evaluation process.
Taiwan’s election authorities confirmed independent candidate Terry Gou’s eligibility to run on November 14.[32] However, some polls do not consider Gou’s candidacy when surveying respondents. Gou’s inclusion in the polls to determine the presidential candidate could be disproportionately helpful or harmful to Ko or Hou, depending on the poll.
Differences in polling numbers are wider in polls that measure individual candidate support. Differences in polling numbers are","[ 0.02980496 -0.00870999 -0.02213803 ... -0.00101138 -0.03412676
  0.0010159 ]"
91,ChinaTaiwanUpdate111723.txt," Gou’s inclusion in the polls to determine the presidential candidate could be disproportionately helpful or harmful to Ko or Hou, depending on the poll.
Differences in polling numbers are wider in polls that measure individual candidate support. Differences in polling numbers are narrower in polls that compare support for a Ko-led joint ticket versus a Hou-led joint ticket. Using polls that compare support between Ko-led and Hou-led joint tickets is more favorable to Hou because the difference is more likely to fall within a given poll’s margin of error.[33]
Polling methodology has implications for the evaluation process. Generally, polls conducted by mobile phone emphasize Ko’s popularity over Hou, while polls that use a higher proportion of landline phones","[ 0.01253137 -0.01328088 -0.03268446 ...  0.02321961 -0.03456711
  0.01035343]"
92,ChinaTaiwanUpdate111723.txt," a given poll’s margin of error.[33]
Polling methodology has implications for the evaluation process. Generally, polls conducted by mobile phone emphasize Ko’s popularity over Hou, while polls that use a higher proportion of landline phones reflect higher levels of support for Hou.[34]
The formation of a KMT-TPP joint ticket will significantly diminish Democratic Progressive Party (DPP) candidate and frontrunner Lai Ching-te’s chances of victory. Most polls suggest that a KMT-TPP joint ticket would outperform the DPP in the elections, regardless of the presidential candidate on the joint ticket.[35] A Ko-led ticket will likely pose an especially difficult challenge for the DPP, which","[ 0.0250482   0.01028112 -0.04413776 ...  0.00336236 -0.02057973
 -0.0013982 ]"
93,ChinaTaiwanUpdate111723.txt," suggest that a KMT-TPP joint ticket would outperform the DPP in the elections, regardless of the presidential candidate on the joint ticket.[35] A Ko-led ticket will likely pose an especially difficult challenge for the DPP, which shares a similar voter demographic to the TPP.[36]
The KMT and TPP would need to form a coalition government in the case their joint ticket wins in the presidential election. Such a coalition is unprecedented in Taiwan’s history. The agreement that the two parties reached on November 15 arranged for a joint TPP-KMT committee to manage the presidential ticket and selection of legislative candidates for the coalition. The agreement also stipulates that positions in policymaking institutions will be allocated based on proportional representation","[ 0.03823117  0.0087968  -0.02409873 ...  0.00080539 -0.01502882
  0.0046834 ]"
94,ChinaTaiwanUpdate111723.txt," agreement that the two parties reached on November 15 arranged for a joint TPP-KMT committee to manage the presidential ticket and selection of legislative candidates for the coalition. The agreement also stipulates that positions in policymaking institutions will be allocated based on proportional representation in the legislature, except for matters of defense, diplomacy, and cross-strait relations.[37] The KMT currently holds 38 seats in the Legislative Yuan and the TPP holds 5 seats. Reconciliation over policy differences will be an obstacle for the two parties in a coalition government because they hold disparate views on cross-strait policy and engagement with the Chinese Communist Party.[38]
Israel-Hamas War
The PRC continued using the Israel-Hamas War to bolster its","[ 0.03655273  0.02616149 -0.0177     ... -0.02197021 -0.01902791
  0.01743709]"
95,ChinaTaiwanUpdate111723.txt," for the two parties in a coalition government because they hold disparate views on cross-strait policy and engagement with the Chinese Communist Party.[38]
Israel-Hamas War
The PRC continued using the Israel-Hamas War to bolster its image as a fair, responsible broker in contrast to the “biased” United States while framing Israel as the driver of the war. The PRC Ministry of Foreign Affairs (MFA) and state propaganda outlets have repeatedly condemned violence between Palestine and Israel since October 7 but never condemned Hamas. They continued to call for an immediate ceasefire and promoted a two-state solution based on the 1967 borders.[39] PRC MFA officials maintained their strong condemnation of Israeli military actions in the Gaza","[ 0.04814186  0.00764871 -0.03047004 ...  0.00879056 -0.01396633
  0.01343194]"
96,ChinaTaiwanUpdate111723.txt, and Israel since October 7 but never condemned Hamas. They continued to call for an immediate ceasefire and promoted a two-state solution based on the 1967 borders.[39] PRC MFA officials maintained their strong condemnation of Israeli military actions in the Gaza Strip and called them beyond the scope of self-defense.[40] The MFA strongly condemned the violence around the al-Shifa Hospital and the bombing of the UN compound in Gaza.[41] State media outlet Global Times strongly implied Israel was responsible for bombing the al-Shifa hospital and criticized the United States and its allies for their “perfunctory” response to the humanitarian crisis in Gaza.[42] The PRC’s targeted criticism of Israel and call,"[ 0.05198024  0.01562098 -0.02975784 ...  0.00220429 -0.00551034
  0.0164622 ]"
97,ChinaTaiwanUpdate111723.txt," was responsible for bombing the al-Shifa hospital and criticized the United States and its allies for their “perfunctory” response to the humanitarian crisis in Gaza.[42] The PRC’s targeted criticism of Israel and call for an immediate ceasefire align with the views of Iran, Saudi Arabia, and Arab states.[43]
The PRC’s call for a two-state solution aligns with Saudi Arabia and other Arab states but differs from Iran. Iran rejects a two-state solution.[44] 
PRC Deputy Representative to the UN Geng Shuang condemned comments by an Israeli official about using nuclear weapons in Gaza.[45] Israel Heritage Minister Amichai Eliyahu said on November 5","[ 0.04399477 -0.00021108 -0.03313823 ...  0.01200042 -0.02962817
  0.0151485 ]"
98,ChinaTaiwanUpdate111723.txt," a two-state solution.[44] 
PRC Deputy Representative to the UN Geng Shuang condemned comments by an Israeli official about using nuclear weapons in Gaza.[45] Israel Heritage Minister Amichai Eliyahu said on November 5 that Israel could drop a nuclear bomb in the Gaza Strip.[46] Geng criticized the comment as “extremely irresponsible and disturbing.” Geng’s statement did not mention that Israeli Prime Minister Benjamin Netanyahu disavowed Eliyahu’s comments and indefinitely suspended him from his post.[47] Geng further urged Israel to accede to the treaty on the non-proliferation of nuclear weapons as a non-nuclear weapon state and to place all its nuclear facilities","[ 0.04134345 -0.00086982 -0.02957059 ...  0.00198548 -0.02791039
  0.00603577]"
99,ChinaTaiwanUpdate111723.txt,"’s comments and indefinitely suspended him from his post.[47] Geng further urged Israel to accede to the treaty on the non-proliferation of nuclear weapons as a non-nuclear weapon state and to place all its nuclear facilities under IAEA safeguards.[48]
The PRC has also expanded its diplomatic outreach in the Middle East while building its image as an important and fair broker in the region. PRC officials have highlighted the PRC’s diplomatic efforts to meet with Middle Eastern states and other relevant actors to bring an end to the violence.[49] These actions also serve to garner support as a leader in the international system, especially with the Global South. The PRC also backed the first","[ 3.4954313e-02 -4.4683442e-03 -1.7938150e-02 ... -1.5775675e-02
  2.7972063e-05  3.0137865e-02]"
100,ChinaTaiwanUpdate111723.txt," efforts to meet with Middle Eastern states and other relevant actors to bring an end to the violence.[49] These actions also serve to garner support as a leader in the international system, especially with the Global South. The PRC also backed the first United Nations Security Council (UNSC) resolution about the Gaza Strip.
The MFA said on November 8 that Foreign Minister Wang Yi had met with officials from 18 countries and international organizations to discuss the Gaza war.[50] Wang had meetings or calls with only two high-ranking Middle Eastern officials in the two months prior to October 7.[51]
MFA Department of West Asian and North African Affairs Director-General Wang Di met with Iran’s Foreign Ministry Deputy for Political Affairs","[ 0.04805446  0.00932379 -0.03681416 ... -0.00865332 -0.02127842
  0.03820522]"
101,ChinaTaiwanUpdate111723.txt," or calls with only two high-ranking Middle Eastern officials in the two months prior to October 7.[51]
MFA Department of West Asian and North African Affairs Director-General Wang Di met with Iran’s Foreign Ministry Deputy for Political Affairs Ali Bagheri and other Iranian officials on November 11. The event was the first bilateral meeting between PRC and Iranian officials since the war in Gaza began. Iranian officials said they hoped to work with the PRC to de-escalate the war.[52]
The UN Security Council passed its first resolution on the Gaza war on November 15. The resolution called for “urgent and extended” humanitarian pauses and corridors in the Gaza Strip to allow the provision of essential goods and services.","[ 0.05824925 -0.00420988 -0.03577574 ... -0.00027632 -0.02522593
  0.03554535]"
102,ChinaTaiwanUpdate111723.txt,".[52]
The UN Security Council passed its first resolution on the Gaza war on November 15. The resolution called for “urgent and extended” humanitarian pauses and corridors in the Gaza Strip to allow the provision of essential goods and services. It also called for Hamas and other groups to release all hostages. The PRC voted for the resolution and promoted its implementation in official statements and state media. The PRC is the rotating president of the UN Security Council in November.[53] The United States, UK, and Russia abstained from the vote.[54]
The MFA did not confirm claims by senior Hamas official Ali Baraka on November 2 that a Hamas delegation will soon visit Beijing but said the PRC “maint","[ 0.05092758  0.00707897 -0.0364339  ... -0.01856814 -0.01508655
  0.02946674]"
103,ChinaTaiwanUpdate111723.txt," United States, UK, and Russia abstained from the vote.[54]
The MFA did not confirm claims by senior Hamas official Ali Baraka on November 2 that a Hamas delegation will soon visit Beijing but said the PRC “maintained close communication with relevant parties.” In the same statement, Baraka also claimed that “China and Russia met with the leaders of Hamas,” possibly referring to Russian and Chinese Middle East envoys visiting Doha, Qatar, on October 20.[55] ISW cannot confirm a direct meeting between PRC and Hamas officials. Doha hosts a Hamas political office and has been the site of ongoing Qatar-mediated negotiations between Israel and Hamas since the war in Gaza began, however","[ 0.03714365  0.01459492 -0.03825996 ...  0.00930876 -0.03443776
  0.02356057]"
104,ChinaTaiwanUpdate111723.txt," October 20.[55] ISW cannot confirm a direct meeting between PRC and Hamas officials. Doha hosts a Hamas political office and has been the site of ongoing Qatar-mediated negotiations between Israel and Hamas since the war in Gaza began, however.[56]



[1] https://www.cnn.com/2022/12/10/china/china-twitter-teacher-li-profile-in...
[2] https://www.justice.gov/opa/speech/principal-deputy-assistant-attorney-g...
[3] https://www.cnn.com/2022/12/10/china/ch","[ 0.03516601  0.01104396 -0.02180237 ...  0.00052315 -0.02376673
  0.02062638]"
105,ChinaTaiwanUpdate111723.txt,"www.justice.gov/opa/speech/principal-deputy-assistant-attorney-g...
[3] https://www.cnn.com/2022/12/10/china/china-twitter-teacher-li-profile-in...
[4] https://www.cnn.com/2023/11/13/us/china-online-disinformation-invs/index...
[5] https://www.cnn.com/2023/11/13/us/china-online-disinformation-invs/index...
[6] https://www.scmp dot com/","[ 0.03152038  0.01442172 -0.01997661 ... -0.00343664 -0.01921253
  0.01880123]"
106,ChinaTaiwanUpdate111723.txt,"[5] https://www.cnn.com/2023/11/13/us/china-online-disinformation-invs/index...
[6] https://www.scmp dot com/news/china/military/article/3241241/china-will-host-6-nation-aman-youyi-army-drills-deepen-trust-southeast-asia-disputes-roil-south
[7] https://www.brookings.edu/wp-content/uploads/2020/09/FP_20200914_china_n..., p.1-3
[8] http","[ 0.02346341  0.00723361 -0.03678736 ...  0.00430717 -0.01770749
  0.00534143]"
107,ChinaTaiwanUpdate111723.txt,"il-south
[7] https://www.brookings.edu/wp-content/uploads/2020/09/FP_20200914_china_n..., p.1-3
[8] http://eng.chinamil dot com.cn/view/2018-10/30/content_9326975.htm
https://web.archive.org/web/20211027013618/http://jointforces.mil.my/ind...
http://eng.mod dot gov.cn/xb/News_213114/TopStories/16266214.html
https://weibo dot com/61891207","[ 0.00399938 -0.00742626 -0.03608769 ...  0.00272376 -0.01486636
  0.03829228]"
108,ChinaTaiwanUpdate111723.txt,".mil.my/ind...
http://eng.mod dot gov.cn/xb/News_213114/TopStories/16266214.html
https://weibo dot com/6189120710/Nsmttchrl
https://www.rfa.org/english/news/china/aman-youyi-11132023022346.html
[9] https://web.archive.org/web/20211027013618/http://jointforces.mil.my/ind...
http://eng.mod dot gov.cn/xb/News_213114/TopStories/16266214.","[ 0.02795933 -0.00258557 -0.01646019 ... -0.00684658 -0.01396645
  0.0230387 ]"
109,ChinaTaiwanUpdate111723.txt,"web/20211027013618/http://jointforces.mil.my/ind...
http://eng.mod dot gov.cn/xb/News_213114/TopStories/16266214.html
https://weibo dot com/6189120710/Nsmttchrl
https://www.rfa.org/english/news/china/aman-youyi-11132023022346.html
[10] http://eng.chinamil dot com.cn/CHINA_209163/TopStories_209189/16214992.html#:~:text=China%2DCambodia","[ 0.02907667  0.0095988  -0.02080587 ...  0.00798594 -0.02026975
  0.01878184]"
110,ChinaTaiwanUpdate111723.txt,"html
[10] http://eng.chinamil dot com.cn/CHINA_209163/TopStories_209189/16214992.html#:~:text=China%2DCambodia%20%22Golden%20Dragon%2D2023%22%20joint%20exercise%20concludes,-Source%20China%20Military&text=KAMPONG%20CHHNANG%2C%20Cambodia%2C%20April%206,Minister%20and%20Defense%20Minister%2C%20Gen.
[11] http://eng.chinamil dot com.","[ 0.03285386  0.00851554 -0.03871783 ...  0.02259745 -0.02070199
  0.01243423]"
111,ChinaTaiwanUpdate111723.txt,"%20Cambodia%2C%20April%206,Minister%20and%20Defense%20Minister%2C%20Gen.
[11] http://eng.chinamil dot com.cn/CHINA_209163/Exercises/News_209184/16225182.html
[12] http://eng.chinamil dot com.cn/CHINA_209163/Exchanges/News_209188/16217076.html
[13] https://www.fmprc.gov dot cn/fyrbt_673021/jzhsl_673025/202311/t","[ 0.02420219  0.00102478 -0.04587701 ...  0.00024266 -0.02644999
  0.02526384]"
112,ChinaTaiwanUpdate111723.txt,"_209188/16217076.html
[13] https://www.fmprc.gov dot cn/fyrbt_673021/jzhsl_673025/202311/t20231116_11181657.shtml
http://www.news dot cn/politics/leaders/2023-11/16/c_1129977979.htm
[14] https://www.whitehouse.gov/briefing-room/statements-releases/2023/11/15/...
[15] https://www.whitehouse.gov/briefing-room/statements-re","[ 0.03219641  0.00375539 -0.03090621 ... -0.00116711 -0.05287065
  0.02755414]"
113,ChinaTaiwanUpdate111723.txt,".whitehouse.gov/briefing-room/statements-releases/2023/11/15/...
[15] https://www.whitehouse.gov/briefing-room/statements-releases/2023/11/15/...
http://www.news dot cn/politics/leaders/2023-11/16/c_1129977979.htm
[16] https://www.reuters.com/article/apec-usa-biden/biden-says-goal-of-xi-mee...
[17] https://www.reuters.com/world/biden-calls","[ 0.04027977  0.0028494  -0.03690612 ... -0.01199571 -0.05318282
  0.00531675]"
114,ChinaTaiwanUpdate111723.txt,"uters.com/article/apec-usa-biden/biden-says-goal-of-xi-mee...
[17] https://www.reuters.com/world/biden-calls-xi-dictator-after-carefully-pl...
[18] https://www.fmprc.gov dot cn/fyrbt_673021/202311/t20231116_11181657.shtml
https://www.fmprc.gov dot cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/2023","[ 0.01822205  0.020501   -0.0208139  ... -0.01063778 -0.04904955
  0.00801885]"
115,ChinaTaiwanUpdate111723.txt,"11181657.shtml
https://www.fmprc.gov dot cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202311/t20231116_11181718.html
[19] https://www.whitehouse.gov/briefing-room/statements-releases/2023/11/15/...
http://www.news dot cn/politics/leaders/2023-11/16/c_1129977979.htm
[20] https://www.uscc.gov/sites/default/files/2023","[ 0.04318338  0.01458025 -0.0315894  ...  0.00678728 -0.04427597
  0.02313017]"
116,ChinaTaiwanUpdate111723.txt,"://www.news dot cn/politics/leaders/2023-11/16/c_1129977979.htm
[20] https://www.uscc.gov/sites/default/files/2023-11/Chapter_4_Section_2--We...
[21] https://www.scmp dot com/news/china/military/article/3241177/biden-xi-set-pledge-ban-ai-autonomous-weapons-drones-nuclear-warhead-control-sources
[22] https://www.state.gov/political-declaration-on-responsible-military-use-...
","[ 0.02687178 -0.00079113 -0.01727019 ... -0.00340455 -0.03163426
  0.0139895 ]"
117,ChinaTaiwanUpdate111723.txt,"-ban-ai-autonomous-weapons-drones-nuclear-warhead-control-sources
[22] https://www.state.gov/political-declaration-on-responsible-military-use-...
[23] https://www.whitehouse.gov/briefing-room/statements-releases/2023/11/15/...
http://www.news dot cn/politics/leaders/2023-11/16/c_1129977979.htm
https://www.fmprc.gov dot cn/zyxw/202311/t20231116_11181125.shtml
https","[ 0.03802106  0.00035623 -0.01232573 ...  0.00751989 -0.04689162
  0.01796119]"
118,ChinaTaiwanUpdate111723.txt,"-11/16/c_1129977979.htm
https://www.fmprc.gov dot cn/zyxw/202311/t20231116_11181125.shtml
https://www.fmprc.gov dot cn/fyrbt_673021/jzhsl_673025/202311/t20231116_11181657.shtml
https://www.bloomberg.com/news/articles/2023-11-15/biden-xi-apec-meeting...
[24] https://www.state.gov/sunnylands-statement-on-","[ 0.05943765 -0.00068453 -0.02389445 ...  0.0124108  -0.03319027
  0.02842006]"
119,ChinaTaiwanUpdate111723.txt,".bloomberg.com/news/articles/2023-11-15/biden-xi-apec-meeting...
[24] https://www.state.gov/sunnylands-statement-on-enhancing-cooperation-to-a...
[25] https://focustaiwan dot tw/politics/202311070024
[26] https://www.cna dot com.tw/news/aipl/202311150261.aspx
[27] https://news.ltn dot com.tw/news/politics/breakingnews/4490749
[28]  https://www.under","[ 0.0330711   0.0095834  -0.04175023 ... -0.00082148 -0.02886909
  0.0122027 ]"
120,ChinaTaiwanUpdate111723.txt,"news/aipl/202311150261.aspx
[27] https://news.ltn dot com.tw/news/politics/breakingnews/4490749
[28]  https://www.understandingwar.org/backgrounder/china-taiwan-weekly-update...
[29] http://www.kmt dot org.tw/2023/11/blog-post_15.html
[30] https://cnews dot com.tw/145231113a01/
[31] https://udn dot com/news/story/123307/7571788
[32] https","[ 0.04931438  0.01584025 -0.05748162 ...  0.00113852 -0.00954179
  0.00545797]"
121,ChinaTaiwanUpdate111723.txt,"[30] https://cnews dot com.tw/145231113a01/
[31] https://udn dot com/news/story/123307/7571788
[32] https://web.cec dot gov.tw/frontsite/barrierFree/central/cmsDetail/112news/40586
[33] https://www.mnews dot tw/story/20231101nm003
https://www.setn dot com/News.aspx?NewsID=1380648
https://udn dot com/news/story/123307/7571788
https://udn dot com","[ 0.0310658  -0.00185009 -0.0388223  ... -0.01997396 -0.03553559
  0.00866126]"
122,ChinaTaiwanUpdate111723.txt,"nm003
https://www.setn dot com/News.aspx?NewsID=1380648
https://udn dot com/news/story/123307/7571788
https://udn dot com/vote2024/story/123307/7581434
[34] http://www.my-formosa dot com/DOC_200898.htm
https://cnews dot com.tw/145231113a02/
https://www.cmmedia dot com.tw/home/articles/42987
https://www.tpof dot org/%e9%81%b8%e8%88%89/%e","[ 0.01352867  0.00529661 -0.04754766 ... -0.01055187 -0.03364677
  0.009765  ]"
123,ChinaTaiwanUpdate111723.txt,"13a02/
https://www.cmmedia dot com.tw/home/articles/42987
https://www.tpof dot org/%e9%81%b8%e8%88%89/%e7%b8%bd%e7%b5%b1%e9%81%b8%e8%88%89/2024%e5%8f%b0%e7%81%a3%e7%b8%bd%e7%b5%b1%e9%81%b8%e6%83%85%e7%9a%84%e6%9c%80%e","[ 0.01979805  0.02280371 -0.04061581 ... -0.00717614 -0.03418487
  0.02327441]"
124,ChinaTaiwanUpdate111723.txt,"%e7%b8%bd%e7%b5%b1%e9%81%b8%e6%83%85%e7%9a%84%e6%9c%80%e6%96%b0%e7%99%bc%e5%b1%95%ef%bc%882023%e5%b9%b410%e6%9c%8823/
[35] https://udn dot com/vote2024/story/123307/7581434
https://cnews dot com.tw/145231106a02/
http://m.my-formosa","[ 0.0187762   0.00353096 -0.03961406 ... -0.01453647 -0.01459305
  0.00448171]"
125,ChinaTaiwanUpdate111723.txt,"35] https://udn dot com/vote2024/story/123307/7581434
https://cnews dot com.tw/145231106a02/
http://m.my-formosa dot com/DOC_200343.htm
https://newtalk dot tw/news/view/2023-10-18/892828?utm_source=dable&utm_medium=referral
https://www.ettoday dot net/news/20231018/2604670.htm
https://www.setn dot com/News.aspx?NewsID=1362321
https://news.ltn ","[ 0.01952455  0.00976899 -0.02530597 ... -0.012646   -0.01694066
  0.00934292]"
126,ChinaTaiwanUpdate111723.txt,"://www.ettoday dot net/news/20231018/2604670.htm
https://www.setn dot com/News.aspx?NewsID=1362321
https://news.ltn dot com.tw/news/politics/breakingnews/4454724
https://www.chinatimes dot com/newspapers/20230928000469-260118
[36] https://www.cna.com.tw/news/aipl/202311150260.aspx
https://tw.news.yahoo dot com/%E6%B0%91%E9%80%B2%E9%BB","[ 0.04298452  0.0003101  -0.02875196 ... -0.01717599 -0.03497982
  0.00051212]"
127,ChinaTaiwanUpdate111723.txt,"na.com.tw/news/aipl/202311150260.aspx
https://tw.news.yahoo dot com/%E6%B0%91%E9%80%B2%E9%BB%A8%E7%95%B6%E5%89%8D%E7%9C%9F%E6%AD%A3%E7%9A%84%E5%8D%B1%E6%A9%9F-%E6%B5%81%E5%A4%B1%E5%B9%B4%E8%BC%95-%E4","[ 0.02934105 -0.01359574 -0.022996   ... -0.00179595 -0.03095713
  0.00397022]"
128,ChinaTaiwanUpdate111723.txt,%B1%E6%A9%9F-%E6%B5%81%E5%A4%B1%E5%B9%B4%E8%BC%95-%E4%B8%AD%E5%A3%AF%E9%81%B8%E6%B0%91%E6%94%AF%E6%8C%81-%E9%A0%AD%E9%87%8D%E8%85%B3%E8%BC%95%E6%A0%B9%E5%9F%BA%E6%B7%,"[ 0.02379473  0.0065184  -0.02545157 ... -0.0219839  -0.02222859
  0.0005026 ]"
129,ChinaTaiwanUpdate111723.txt,0%AD%E9%87%8D%E8%85%B3%E8%BC%95%E6%A0%B9%E5%9F%BA%E6%B7%BA-023012640.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAJnwDdIQMh7KGm7xJ6Vvg34grHv-FvmLlpXxWKubV4voswNggl,"[ 0.00225826  0.02850187 -0.04020463 ...  0.0121456  -0.00278046
  0.00929868]"
130,ChinaTaiwanUpdate111723.txt,"_referrer_sig=AQAAAJnwDdIQMh7KGm7xJ6Vvg34grHv-FvmLlpXxWKubV4voswNgglCSViIK_lx56IszgPfQcuOzH0U_xqsIqHxXRR8v5wHNwDn0Z_OrlKMncuUXm8U3ZAre0XtmDJLBp5s0TqZXYsvi2WSIqX3aV45hpRWENqBcb37vqIBmCtAz044y
[37] https://www","[-0.00231173  0.00797699 -0.0238588  ... -0.01600288 -0.04130394
  0.00321327]"
131,ChinaTaiwanUpdate111723.txt,"3ZAre0XtmDJLBp5s0TqZXYsvi2WSIqX3aV45hpRWENqBcb37vqIBmCtAz044y
[37] https://www.taiwannews dot com.tw/en/news/5040331#:~:text=TAIPEI%20(Taiwan%20News)%20%E2%80%94%20The,for%20the%202024%20presidential%20election.
[38] https://www.csis.org/events/fireside-chat-dr-ko-wen-je-chairman-taiwan","[ 0.03058507  0.01720272 -0.0515677  ... -0.00094159 -0.01121262
  0.00056308]"
132,ChinaTaiwanUpdate111723.txt,"for%20the%202024%20presidential%20election.
[38] https://www.csis.org/events/fireside-chat-dr-ko-wen-je-chairman-taiwan-p...
https://udn dot com/news/story/123307/7274940
[39] https://www.fmprc.gov dot cn/fyrbt_673021/jzhsl_673025/202311/t20231113_11179210.shtml
https://www.fmprc.gov dot cn/fyrbt_673021/jzhsl_67","[ 0.01418885  0.00579772 -0.05066665 ... -0.00260326 -0.02879493
  0.00871303]"
133,ChinaTaiwanUpdate111723.txt,"sl_673025/202311/t20231113_11179210.shtml
https://www.fmprc.gov dot cn/fyrbt_673021/jzhsl_673025/202311/t20231115_11180738.shtml
http://www.news dot cn/world/2023-11/07/c_1129963433.htm
http://www.news dot cn/2023-11/16/c_1129978139.htm
[40] https://www.fmprc.gov dot cn/web/wjbzhd","[ 0.04301194  0.00619133 -0.02742742 ...  0.0036837  -0.05331465
  0.04242194]"
134,ChinaTaiwanUpdate111723.txt,"://www.news dot cn/2023-11/16/c_1129978139.htm
[40] https://www.fmprc.gov dot cn/web/wjbzhd/202310/t20231015_11161058.shtml
https://www.globaltimes dot cn/page/202311/1301781.shtml
[41] https://www.fmprc dot gov dot cn/fyrbt_673021/202311/t20231113_11179210.shtml
https://www.mfa dot gov","[ 0.04150785 -0.00479539 -0.01941683 ... -0.00468075 -0.041183
  0.0320088 ]"
135,ChinaTaiwanUpdate111723.txt,"://www.fmprc dot gov dot cn/fyrbt_673021/202311/t20231113_11179210.shtml
https://www.mfa dot gov dot cn/web/fyrbt_673021/202311/t20231108_11176036.shtml
[42] https://www.globaltimes dot cn/page/202311/1301781.shtml
[43] https://www.voanews.com/a/arab-islamic-leaders-condemn-idf-operations-in...
https","[ 0.02905791  0.01730029 -0.02214541 ... -0.00306472 -0.03828928
  0.01927834]"
136,ChinaTaiwanUpdate111723.txt,"/202311/1301781.shtml
[43] https://www.voanews.com/a/arab-islamic-leaders-condemn-idf-operations-in...
https://www.globaltimes dot cn/page/202311/1301749.shtml
[44] https://www.tasnimnews dot com/en/news/2023/11/12/2987161/iran-refutes-2-state-solution-for-palestine
[45] https://www.globaltimes dot cn/page/202311/1301","[ 0.02314273  0.01556841 -0.03811742 ... -0.00918497 -0.03039763
  0.0171058 ]"
137,ChinaTaiwanUpdate111723.txt,"/12/2987161/iran-refutes-2-state-solution-for-palestine
[45] https://www.globaltimes dot cn/page/202311/1301797.shtml
[46] https://www.timesofisrael.com/far-right-minister-says-nuking-gaza-an-opt...
[47] https://www.politico.eu/article/israel-minister-amichai-eliyahu-suspend-...
[48] https://www.globaltimes dot cn/page/202311/13","[ 0.02252469  0.020322   -0.01976282 ...  0.00962742 -0.01137615
  0.00955778]"
138,ChinaTaiwanUpdate111723.txt,"politico.eu/article/israel-minister-amichai-eliyahu-suspend-...
[48] https://www.globaltimes dot cn/page/202311/1301797.shtml
[49] https://www.mfa dot gov dot cn/web/fyrbt_673021/202311/t20231108_11176036.shtml
[50] https://www.mfa dot gov dot cn/web/fyrbt_673021/202311/t20231108_11176036.shtml
[51","[ 0.03393617  0.00355634 -0.00040241 ...  0.00208079 -0.01223434
  0.03302764]"
139,ChinaTaiwanUpdate111723.txt,"tml
[50] https://www.mfa dot gov dot cn/web/fyrbt_673021/202311/t20231108_11176036.shtml
[51] https://www.mfa dot gov dot cn/web/wjbz_673089/xghd_673097/index_2.shtml
[52]https://www.scmp dot com/news/china/diplomacy/article/3241360/iran-says-it-hopes-work-china-de-escalate-gaza-war?module=top_story","[ 0.01192985  0.00519053 -0.02667774 ... -0.01287384 -0.01165459
  0.02025102]"
140,ChinaTaiwanUpdate111723.txt," dot com/news/china/diplomacy/article/3241360/iran-says-it-hopes-work-china-de-escalate-gaza-war?module=top_story&pgtype=homepage
[53] https://www.fmprc.gov dot cn/fyrbt_673021/jzhsl_673025/202311/t20231116_11181657.shtml
http://www.news dot cn/world/2023-11/16/c_1129978139.htm
[54] https://press.un.org/en/20","[ 0.00858707  0.01102272 -0.03076993 ...  0.00029558 -0.02536288
  0.01195917]"
141,ChinaTaiwanUpdate111723.txt,"11181657.shtml
http://www.news dot cn/world/2023-11/16/c_1129978139.htm
[54] https://press.un.org/en/2023/sc15496.doc.htm
[55] https://www.fmprc.gov dot cn/fyrbt_673021/jzhsl_673025/202311/t20231109_11176775.shtml
https://twitter.com/MEMRIReports/status/1720392159977726139
[56] https://www.reuters.com/world","[ 0.04087261  0.01400934 -0.03355175 ... -0.00421778 -0.0434922
  0.02593848]"
142,ChinaTaiwanUpdate111723.txt,"231109_11176775.shtml
https://twitter.com/MEMRIReports/status/1720392159977726139
[56] https://www.reuters.com/world/middle-east/qatar-led-negotiations-between...
Tags


China Project


File Attachments:  China Update Draft November 16, 2023.png Babel Street email logo.jpg










 


 


1400 16th Street NW, Suite 515 Washington, DC 20036
ph (202) 293-5550©2007 – 2024 THE INSTITUTE FOR THE STUDY OF WAR
 
 ","[ 0.02018584  0.00272942 -0.04035906 ... -0.00533042 -0.02333741
  0.01831912]"
143,ChinaTaiwanUpdate111723.txt,"


 


 


1400 16th Street NW, Suite 515 Washington, DC 20036
ph (202) 293-5550©2007 – 2024 THE INSTITUTE FOR THE STUDY OF WAR
 
 


","[-0.01027021 -0.00894958 -0.04319487 ... -0.02665022 -0.01564659
  0.02409314]"
